Puzzle,Solution,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
000401000004009006000360000006092003000000065007030000009025000703000100160040090,698451372354279816271368549416592783932817465587634921849125637723986154165743298,25,50,6,0,0,0,0,0,0,Easy,
000200409206049150000000000980003010000005080500620043400806002000054000000900000,835261479276349158194587326982473615643195287517628943451836792329754861768912534,27,57,14,0,1,1,0,2,2,Expert,
200090008000400030000006050000030006000805410000002000500608001620000080803001090,274593168156487239389216754715934826962875413438162975597628341621349587843751692,25,39,17,0,0,0,0,0,0,Easy,
000000000007005200600030000360008004050702060040000050000003570000000086080460090,214879635837615249695234817369158724158742963742396158426983571973521486581467392,24,36,21,0,0,0,0,0,0,Easy,
403800007000013050000007000610054003304070020050060100700000006030000500200000800,463825917978613452521497368612954783394178625857362149789541236136289574245736891,26,37,18,0,0,0,0,0,0,Easy,
009800000800504000000090000000006401150009380092000605000000004900040138005030000,569812743873564219214793856738256491156479382492381675381927564927645138645138927,26,47,8,0,0,0,0,0,0,Easy,
005007006007800000800000401004000003301200860076003102000000200000030007700000054,915427386437861529862359471284615793391274865576983142159746238648532917723198654,26,45,10,0,0,0,0,0,0,Easy,
609240700002000000450000000004521000000400800000070200000000010070010602590800000,619245783782136594453789126864521379127493865935678241246357918378914652591862437,24,34,22,1,0,1,0,1,0,Expert,
706309400000860007800000500090700050000000000520004900000003000000670000049005000,716359428954862137832417569493726851167598342528134976271943685385671294649285713,23,47,9,2,0,2,1,2,0,Expert,
804000030070300000000080400001700009000090300009031002000002007920007100046000200,864279531175364928392185476431728659287596314659431782513942867928657143746813295,25,40,18,1,1,4,1,3,2,Expert,
201600049090045000000000000010004000000810006300006400002009001009180500060200000,251638749693745128874921653916374285745812936328596417582469371439187562167253894,25,52,23,0,0,1,0,3,2,Expert,
700000000090008000000000501610000200080000700000904000100020009900007608520060000,745631982291548367863792541617385294489216735352974816176823459934157628528469173,22,46,12,0,1,2,1,1,0,Expert,
000001005000090038700030000912000000000008010060000250500087060603920000000300920,238471695145692738796835142912543876357268419864719253529187364673924581481356927,26,34,21,0,0,0,0,0,0,Easy,
074000608008407030009001002006024000000306000200700100900860000400002000060003000,174239658628457931359681472816524793597316824243798165931865247485972316762143589,26,49,6,0,0,0,0,0,0,Easy,
300801000601302590000005000000500002203000400000003018040030080002600104000400000,357891246681342597429765831918574362273186459564923718146237985832659174795418623,26,42,13,0,0,0,0,0,0,Easy,
009000002020058000000600700710000060040000009006140020400280095000504000970000000,659713482127458936834629751718932564542876319396145827463287195281594673975361248,25,47,9,0,0,0,0,0,0,Easy,
000000010060000003020008000070230000018000006206000009390820004080360090000091002,759643218861752943423918657974236581518479326236185479395827164182364795647591832,26,25,29,0,0,1,1,1,0,Expert,
000000006700560092820007350090000137200000860000000000010236000080950000000000500,549312786731568492826497351694825137273149865158673249415236978387951624962784513,26,49,6,0,0,0,0,0,0,Easy,
083005001401600890900001400102400000608000103000000000000100620004259000000000000,783945261451623897926781435132498576698572143547316982875134629364259718219867354,26,37,18,2,0,0,0,0,0,Intermediate,
020000307060000050050803010000020030000000809070000065180530900009000000730102000,824651397361279458957843612698425731215367849473918265182534976549786123736192584,26,43,12,0,0,0,0,0,0,Easy,
008900150002000070970510026290700810004800000000000000050200004000000000400170000,648927153512346978973518426296734815734851269185692347851269734327485691469173582,25,53,3,0,0,0,0,0,0,Easy,
000000309309502000602000000001000800700095000060000150086200000200000003000700680,854671329319542768672983541521367894748195236963428157186234975297856413435719682,24,49,19,2,1,1,0,2,2,Expert,
080406002006000070000020000090817600100040000460090800009002710000060000003700008,381476592926538174754921386592817643138645927467293851649382715875164239213759468,26,47,16,2,0,1,0,2,2,Expert,
600002031001083000000109000080000002900040700307800604020907000703000000010060000,678452931491683527235179486184796352962345718357821694826937145743518269519264873,26,44,10,0,0,0,0,1,0,Expert,
000040280010000000070000000000083062300504010600070400730000020280100003000007004,963745281412839657875612349541983762327564918698271435739458126284196573156327894,25,34,22,0,0,0,0,0,0,Easy,
200000060800006050056400070000000000000024600075000800000200000040085097508001002,234857961897316254156492378621538749983724615475169823719243586342685197568971432,25,28,28,0,0,0,0,0,0,Easy,
000300027056000030004507800800000460002000003010008000000013000000002000300805042,189346527756281934234597816873129465962754183415638279527413698648972351391865742,25,42,14,0,0,0,0,0,0,Easy,
540060000021700500003200000008000016600102003107380040000000030000400800000070020,549861372821739564763254198238547916654192783197386245482915637976423851315678429,26,48,7,0,0,0,0,0,0,Easy,
009000507850000300002090010010050009925400000400000703003000802580200070004000100,649381527851742396732695418317856249925437681468129753193574862586213974274968135,28,51,2,0,0,0,0,0,0,Easy,
002840010000020008008510906034000050000000600020000100006000200315000000000306090,962847315153629478478513926634198752781235649529764183896451237315972864247386591,25,60,14,2,1,1,0,2,2,Expert,
900000038016000204050000010000004900030065000080010000008009600004020005020506000,942671538716358294853492716267834951139265847485917362578149623694723185321586479,25,50,6,0,0,0,0,0,0,Easy,
000005070006200005000301296002003000504070002007940300000620003000000000000009010,329465178186297435475381296912853764534176982867942351791628543653714829248539617,25,50,6,0,0,0,0,0,0,Easy,
000600040700400916050000007003800400800000069405060030008000074000080005090300800,189672543732458916654193287963817452821534769475269138318925674246781395597346821,27,46,8,1,0,0,0,0,0,Intermediate,
000830000890405000500000108070000005300000070000600000040769800010004000706010340,627831594891425736534976128478293615369158472152647983243769851915384267786512349,26,45,10,0,0,0,0,0,0,Easy,
000003402000400380000100009008001000300075000010200075030090008905000000200040500,897653412156429387423187659578961234342875961619234875734596128985312746261748593,25,50,16,5,0,4,0,5,6,Expert,
050600002024000608900030000000106000000520001040000000400001800009080100008040029,357618492124759638986432517295176384863524971741893265472961853539287146618345729,25,38,18,0,0,0,0,0,0,Easy,
560920400400508000000036010090000030080000100003000694342060509000000000019040300,568921473431578926927436815295614738684793152173852694342167589756389241819245367,29,82,18,4,0,5,0,4,4,Expert,
030402050000009000040310609400030095205600100000900006006001002000000000107000000,639472851871569324542318679468137295295684137713925486386791542924856713157243968,25,51,5,0,0,0,0,0,0,Easy,
070560308480730020300000000200800600006300400040000000850000240000015000000200007,172564398489731526365982714213849675596327481748156932851673249927415863634298157,26,47,17,2,0,3,2,5,2,Expert,
000000920000006000824000007080004000000950060670000002500100400406000095010000000,163578924957246381824319657385624719241957863679831542592163478436782195718495236,23,48,10,0,0,0,0,0,0,Easy,
050001900600000400000000070000000503001075000020306004060007390970420006000010000,457261938619738425283954671796142583341875269825396714164587392978423156532619847,25,51,17,1,1,1,0,3,2,Expert,
004030000506400700907000300003702190000060072000041630000290000009506000100003000,284137956536429781917658324463782195891365472752941638678294513329516847145873269,28,110,12,2,4,3,1,8,10,Expert,
260000001100420309000700800300170060001000002080002900000080073090000000000030000,265893741178426359934751826329175468741968532586342917452689173693517284817234695,24,56,15,1,2,0,1,2,2,Expert,
000800023900002000000060970070920060095000800030001050002090107080050000000007200,614879523957312648823564971178925364495736812236481759542698137781253496369147285,26,36,19,2,0,1,0,0,0,Intermediate,
000030510090000006800006200005000600000000000702310000029053107100200050000009003,647932518293581746851476239315794682984625371762318495429853167138267954576149823,25,71,16,3,3,1,1,4,6,Expert,
020000030000000905305000000200006000640050827000007000700340006080970300500020090,927514638468732915315869274273486159649153827851297463792341586186975342534628791,26,30,25,0,0,0,0,0,0,Easy,
400000080000000000010040000070593000509100020000400007103007800080200104005000900,497652381652381749318749265274593618569178423831426597143967852986235174725814936,24,51,6,0,0,0,0,0,0,Easy,
000000090400593000060800070205000000780000009000308040306700000000630200004000008,832167495417593826569842371245916783783425169691378542326781954958634217174259638,24,42,13,5,0,0,0,2,0,Expert,
051000700378000010000000003809017450000000000000300090000001074080900500920000800,251863749378492615496175283839617452712549368645328197563281974187934526924756831,25,50,22,4,0,0,0,4,6,Expert,
005070008020004500100000060009587000800062000007409002400000029001906780700008000,965273148328614597174895263219587436843162975657439812486751329531926784792348651,29,47,13,1,0,1,0,3,2,Expert,
027003000000240907609000003006000000090000400830000020000000001302001680408006300,527963814183245967649187253256834179791652438834719526965328741372491685418576392,26,50,5,0,0,0,0,0,0,Easy,
001900600900800000005000001060000410000000050520006000016405002800090000400008130,231957648947861523685243971368529417179384256524716389716435892853192764492678135,25,65,23,6,0,2,2,4,4,Expert,
080070360001034200020000004003010005705200100040600000000000080000000000000060021,584172369671934258329586714263719845795248136148653972452391687816427593937865421,23,48,10,2,0,0,0,0,0,Intermediate,
780000000000007001130640090800090000096000040000031000000000000500300700009000485,782913654964527831135648297813496572296875143457231968628754319541389726379162485,23,40,18,0,0,0,0,0,0,Easy,
800000900040000206076000000068200100020000500507000800001046008000950001080010605,812463957345897216976521483468275139123689574597134862251746398634958721789312645,27,42,12,2,0,0,0,0,0,Intermediate,
907800400032000600000401000000600000000709000003000947000007200000340060070100090,917863452432975681658421379729614835845739126163258947386597214591342768274186593,24,40,17,0,0,0,0,0,0,Easy,
200700000000000010000008002000000103108900704090020080006000000017002048804036200,281769435639245817475318962542687193168953724793421586926874351317592648854136279,26,55,0,0,0,0,0,0,0,Simple,
000001030000750600030008700070560000050000008001000000010000400305000860004000502,768491235142753689539628741873569124456132978291847356617285493325914867984376512,23,48,10,2,0,0,0,0,0,Intermediate,
000000970090010000670900102000040080000008360000003000380600020004080010060020790,431862975592417836678935142953746281247158369816293457389671524724589613165324798,26,46,9,0,0,0,0,0,0,Easy,
150900040003001080000045100040007000010004903000690000870060000006700800000000005,152986347493271586768345192249137658617854923385692471874563219526719834931428765,25,45,17,1,1,2,1,3,2,Expert,
000002000400000705060081049005200098100007400020000000780000000901000020000900061,598742613412693785367581249675214398139867452824359176786125934951436827243978561,25,41,15,0,0,0,0,0,0,Easy,
800000040000300005006000280007800304080000067092070000020000400465930000700005000,839752146241368795576194283657819324184523967392476518923687451465931872718245639,26,65,9,1,0,0,0,4,4,Expert,
070200000200009050050700004900016548004070060001080007005021080000000400000000001,476253819238149756159768234927316548384975162561482397745621983613897425892534671,26,29,26,0,0,0,0,0,0,Easy,
000630000020097600010050900780000060001000395000560000500200007200300000000000080,957634821823197654416852973785943162641728395392561748568219437274386519139475286,24,39,18,3,0,0,0,0,0,Intermediate,
000000827000008035000000100500003001094700050000005379100504080003002900002910000,641359827927148635835627194578293461394761258216485379169534782453872916782916543,28,75,24,1,0,3,0,7,8,Expert,
284006000050000000000501820100000000006294001000015700000058040000900000690007000,284376159351829674967541823129783465576294381843615792732158946418962537695437218,25,49,7,0,0,0,0,0,0,Easy,
005090000073065020090000016021000070000000208300000000900001850500009300817000000,645192783173865429298374516421938675759416238386257194934621857562789341817543962,26,34,25,1,0,0,0,3,2,Expert,
000010000305000647000000008003600000020400030080500001000072010060000500032000700,248716953315289647976354128153628479627491835489537261594872316761943582832165794,23,48,10,3,0,5,0,0,0,Intermediate,
000000216000000009000000740000047000386010000900300000804001320610230000002700090,498573216761428539253169748125847963386912457947356182874691325619235874532784691,26,45,9,3,0,4,0,1,0,Expert,
801200640007900500006001090000020000009140807768009000000057980004000000000000000,891275643427963518356481792145728369239146857768539421612357984574892136983614275,26,51,4,1,0,0,0,0,0,Intermediate,
000869000000000000006500207004706080000001400000900000901000040002090001408100705,127869354543217968896543217314726589289351476675984123931675842752498631468132795,25,42,14,0,0,0,0,0,0,Easy,
764000100300000007000000086600000200020004609947006003001002000000908010030060900,764895132382641597519723486658379241123584679947216853891432765276958314435167928,27,49,5,0,0,0,0,0,0,Easy,
098250001050007380700000020000340800300900000000071000082000400000800010000090700,498253671256417389731689524917346852365928147824571936182765493679834215543192768,25,66,27,1,0,1,0,4,6,Expert,
003807000540000800010053900000600705000100040400000000300060004100008060700091380,693827451547916823218453976932684715876135249451279638385762194129348567764591382,27,47,7,0,0,0,0,0,0,Easy,
029510000050006300000390000000000680035208709006030010080050000000600800060709000,329517468751846392648392571492175683135268749876934215287451936914623857563789124,27,42,12,0,0,0,0,0,0,Easy,
016000000900006000020050010271000500000000000403200700030102000700504100000009360,516427893987316452324958617271683549698745231453291786835162974769534128142879365,25,52,18,1,0,1,0,2,2,Expert,
040063500000208040000500000000820000380057020000009070020600098000000206004090030,142963587635278149978541362417826953389457621256319874721635498593784216864192735,26,38,17,0,1,0,0,0,0,Intermediate,
970050430300000090500080000000000002080000300000000064260300500000045609000720080,976251438318674295524983716643519872789462351152837964261398547837145629495726183,25,47,9,2,0,0,0,0,0,Intermediate,
001005003020710000000800009086009030105300070002080106060000000009020008008000000,841295763923716485657834219786149532195362874432587196564978321379421658218653947,25,43,13,0,0,0,0,0,0,Easy,
000009007200074850090003010000080000300000001509007002075040093000000000001020040,154869327263174859798253614617482935342596781589317462875641293426935178931728546,25,42,12,5,1,2,1,5,2,Expert,
206095310009010020300000000001600000000000907030020000000200649000700500000064200,276495318489316725315872496941657832862143957537928164753281649624739581198564273,25,40,16,2,0,0,0,0,0,Intermediate,
000840000060005904700000030000500608000600200000078000003900405940000002050006007,195843726362715984784269531439521678817694253526378149673982415948157362251436897,25,50,6,1,0,0,0,0,0,Intermediate,
000400389002000006001800400000060010000209608009000000006901003200000007900003800,567412389842395176391876425438567912175249638629138754786951243213684597954723861,25,38,18,1,0,0,0,0,0,Intermediate,
000004030000000401100570000200000007030947600000020010050610000300700029000002560,629184735587236491143579286295861347831947652476325918952613874364758129718492563,26,50,22,5,1,3,0,6,4,Expert,
020090006000000000000785000060050000700901000080006020015060480006240095000000070,823194756457632819691785234162853947734921568589476321915367482376248195248519673,25,60,10,0,1,4,0,3,2,Expert,
002060003104000020560007000601030500800002600070800031410380000000000000000000100,792168453184953726563427819641739582839512674275846931416385297928671345357294168,25,46,10,0,0,0,0,0,0,Easy,
100000000000006000260000000903020004500007103004000600002000050000090027750001009,137582946489376215265419738913628574526947183874153692392764851641895327758231469,23,45,13,0,0,0,0,0,0,Easy,
801036000050971000070280060700010000006009008005000000000000600980002000207350109,841536927652971834379284561728615493136749258495823716513497682984162375267358149,28,39,14,0,0,0,0,0,0,Easy,
009070130740039000800600090006000408900004000030008026081000060000000301000200000,659872134742139685813645297176923458928564713534718926481397562295486371367251849,26,28,27,0,0,0,0,0,0,Easy,
000020000076000000104850700010000000400090000689040020000005000200700610008400059,893127465576934182124856793312578946457692831689341527941265378235789614768413259,25,37,17,0,0,1,0,2,0,Expert,
800070000406080150015000000547060000900403000000050000004617800090800607000000500,839571426476382159215946378547169283981423765623758914354617892192835647768294531,27,36,18,0,0,0,0,0,0,Easy,
908070000200100005300900002004010000000209043000800507020005000070004300000000900,958472631247136895316958472634517289785269143192843567429385716571694328863721954,24,72,18,2,1,4,0,5,4,Expert,
010000000730000200580000700000002905800507000040000008000700802000030010004009503,412378659739456281586291734367182945891547326245963178653714892928635417174829563,24,49,8,0,0,0,0,0,0,Easy,
000050000040086035000342800900004002060005070000070006000030048200000390000000000,398751624142986735576342819937864152861295473425173986619537248254618397783429561,24,50,7,5,0,1,1,0,0,Intermediate,
708002000050008200600400000400300702000000005000016300000080000106520800070100043,718952436954638217623471958461395782239847165587216394395784621146523879872169543,26,47,8,0,0,0,0,0,0,Easy,
090000600060000310035080000001008000040760009800403100000000004000000080406090050,294135678768249315135687492671928543543761829829453167957816234312574986486392751,24,42,15,0,0,0,0,0,0,Easy,
096107040070000200100000000000000020600008000000060059900700001050680700200090060,896127345475839216132456987541973628629518473783264159968742531354681792217395864,24,129,33,7,2,5,2,17,26,Expert,
000000700605020000000300104002061400008000002030050000000034070000078003100200000,384519726615427389927386154792861435568743912431952867859634271246178593173295648,23,44,24,3,0,0,0,2,2,Expert,
003590260060000005809000407020408006980000000005700000730000004004000000000000572,473591268261874395859632417327418956986325741145769823732956184514287639698143572,26,32,23,0,0,0,0,0,0,Easy,
680300904000200000100978300003709000001000600008000000000100092700000000090067401,687351924539246187124978365463729518271583649958614273846135792715492836392867451,26,41,14,2,0,1,0,0,0,Intermediate,
008000000073080005200004097000007030009200008050360409000900000000000562007000004,918725346473689125265134897684597231739241658152368479546912783891473562327856914,25,49,7,0,0,0,0,0,0,Easy,
040900508005007001000080370000700000580020000000094200010075002300801000000040000,743916528825437691961582374294758136586123947137694285419375862372861459658249713,25,49,7,0,0,0,0,0,0,Easy,
000600005080100340703000680000400000005000000000050190040530800006710500000090407,124683975689175342753942681318429756975861234462357198247536819896714523531298467,26,36,18,2,0,1,1,1,0,Expert,
107036890020000000004071060000009200600040018700000000000080176000000300200060000,157436892326958741984271563548619237632547918719823654495382176861794325273165489,25,36,20,0,0,0,0,0,0,Easy,
000805900000031000000900453958400000070000004300000700000203807007000095000080200,263845971594731628781962453958476132176329584342158769615293847827614395439587216,26,44,11,0,0,0,0,0,0,Easy,
905080021200004000800050700030940000000000052008010400000435000000000000402809030,945387621271694583863251794536942817194768352728513469619435278387126945452879136,26,103,26,0,1,3,0,6,8,Expert,
750800000010200000000019700900700023802500000000000600000005000080900012000382560,756834291419257386238619745945761823862593174371428659627145938583976412194382567,26,32,23,0,0,0,0,0,0,Easy,
600980004000000000000720009034809702000000000907003010009260080100400306000100040,673981254298354671451726839534819762816572493927643518349265187185497326762138945,27,39,15,0,0,0,0,0,0,Easy,
060050000350089600000023070002060500001030792005700800000090280000000300000000001,269457138357189624148623975472968513681534792935712846514396287726841359893275461,26,47,16,0,0,1,0,3,2,Expert,
000100400007004025009000078700000000500046000000270009040005200008060590000000061,852197436317684925469352178726519843593846712184273659641935287238761594975428361,25,48,7,0,1,4,0,1,0,Expert,
270008000080000690001200700094072001020800030003001009000000000712000000040009006,276958314485137692931264758594372861127896435863541279659423187712685943348719526,26,40,15,0,0,0,0,0,0,Easy,
800340000100009600000000040000000000300504009080001002000902300000086001060030905,826345197143279658957618243491823576372564819685791432718952364539486721264137985,24,55,2,0,0,0,0,0,0,Easy,
002051008000000000980703006503000000000100073006020010001000032200000500058000061,362951748147862359985743126513678294824195673796324815671589432239416587458237961,26,60,19,0,0,1,1,2,2,Expert,
906003240025000000300500070059006000700000901002000000001279000400000000007010000,976183245825947316314562879159736482738425961642891753581279634493658127267314598,24,58,9,0,0,0,0,4,6,Expert,
510040089490007200028000000700000000009000100064500002040020001002601090600800500,517246389496387215328159476735912648289463157164578932943725861852631794671894523,28,48,12,1,1,2,0,3,2,Expert,
009000060070002000002000039006000042703000000000700005060004001097500400054200003,439815267675932814812647539586193742723458196941726385268374951397561428154289673,25,48,8,0,0,0,0,0,0,Easy,
008000025260000000074000000007800000049710050000290480010002064000100072600008000,938641725261587349574329618327854196849716253156293487715932864483165972692478531,27,41,13,0,0,0,0,0,0,Easy,
020079500070200000900005040500090000060003001100007002000000030030160000007000006,321479568475286319986315247542691783768523491193847652619752834234168975857934126,23,34,24,0,0,0,0,0,0,Easy,
130000000006000037500000008009010050400006800010009300000400009603100000070098000,132987465986542137547361928369814752425736891718259346851423679693175284274698513,24,46,11,1,0,0,0,0,0,Intermediate,
007000200001593006000004000009730000005900000000040001906000014510600007002000609,397168245421593876658274193169732458845916732273845961986327514514689327732451689,26,46,8,3,0,1,0,1,0,Expert,
300002001000540000005690240000006000104800000008030600053020800000000000001009452,349782561627541938815693247532916784164875329978234615453127896296458173781369452,26,38,17,2,0,0,0,0,0,Intermediate,
000058000012970000050030706760000051320060800000500000008200000000000060000000270,437658912612974583859132746764829351325761894981543627578216439293487165146395278,24,49,15,4,1,4,1,2,2,Expert,
000000900018090000600204005001050004070902500840071000059000007004600000000020000,432165978518793426697284315921856734376942581845371692259438167784619253163527849,25,46,10,2,0,0,0,0,0,Intermediate,
000002017007068000000000600001530086000040000060000023030080000614000730020000050,396452817547168392182397645271539486853246179469871523935784261614925738728613954,25,31,24,1,0,0,0,1,0,Expert,
000000030034500200900007100000290800002001500000000000007000340090000087500408010,158942736734516298926837154615294873342781569879653421287169345491325687563478912,24,46,11,0,0,0,0,0,0,Easy,
030000700000001900000009050081000000300100570597400000010864000000700105079000680,936548721754231968128679453681957234342186579597423816215864397863792145479315682,27,43,11,0,0,0,0,0,0,Easy,
040680000000700200000023005000000020700200300000068004052800070030040000600000940,243685197895714236176923485361497528784251369529368714452839671937146852618572943,24,38,19,0,0,0,0,0,0,Easy,
200001007041000000006724003100030200000070000000602000007500300605000701900460050,238951467741386925596724183164835279852179634379642518427518396685293741913467852,27,43,11,0,0,0,0,0,0,Easy,
000400800000208903800000010005900100002057008080310704000003500009000400000090020,293461875561278943874539216735984162412657398986312754627143589159826437348795621,26,54,1,0,0,0,0,0,0,Easy,
000010007000920400001407500916004005005001600800005240409000000000000079000000800,624518937758923416391467528916234785245781693837695241489176352563842179172359864,26,97,17,3,0,2,1,7,8,Expert,
000005000900106200000040039100304090050001407002790000040000500000000004000000703,731925846984136275526847139178354692359261487462798351243679518617583924895412763,24,43,14,0,0,0,0,0,0,Easy,
769150000000003200000000000380900500000700000001800000602000050050076930030000070,769152348815493267243687195387924516526731489491865723672349851158276934934518672,24,38,19,2,0,2,2,0,0,Intermediate,
020090004080014500009200070096000002740002601500000700000000100004000000000407005,625793814387614529419285376196378452748952631532146798253869147874521963961437285,25,42,14,0,0,0,0,0,0,Easy,
010000290008900000300020060060080000093201500000700000600100080080000007200005900,416378295528916743379524861765483129893261574142759638654197382981632457237845916,24,67,17,0,1,3,0,3,2,Expert,
500000000640500000030000080020000600081050002000037000004710800205040310000000067,598361274642578931137492586729184653381659742456237198964713825275846319813925467,25,53,17,0,0,3,0,6,4,Expert,
000070501000083720000504060000065080450702000020010000780000000061000000302607000,839276541645183729217594863173965284458732916926418375784351692561829437392647158,27,53,13,1,1,3,1,5,4,Expert,
060200190802000000000630050904000000130900200020000000400809000000000060690401300,365247198842195673719638452974382516138956247526714839453869721281573964697421385,25,42,14,0,0,0,0,0,0,Easy,
007602000080040720000030100003000940002010670640200030000007000060800000000100008,137652489586941723429738156713586942892413675645279831958367214361824597274195368,25,49,7,1,0,0,0,0,0,Intermediate,
003000000006804570000060800000050300200007000050020040030070400080200000405001008,893715624126834579547962813719456382264387195358129746932578461681243957475691238,24,43,24,2,0,1,0,2,2,Expert,
010000600034000020009000000002100080000600003000340910060020490003469100008500000,217958634534716829689234571342195786951687243876342915165823497723469158498571362,26,73,27,2,0,1,1,7,10,Expert,
021890054540700308800000000090003000104900000700520009200030007003040000005000200,321896754549712368867354921692483175154967832738521649286135497973248516415679283,28,53,0,0,0,0,0,0,0,Simple,
000026780000890000000070004000000003003002970200000801100080000900000040800160097,541326789372894516698571234716958423483612975259743861137489652965237148824165397,25,39,17,2,0,0,0,0,0,Intermediate,
307000005000070600000408000000060083090000000504000000008300017060001000705040008,327619845489275631651438792172564983896123574534897126948356217263781459715942368,23,35,22,2,0,2,0,1,0,Expert,
500020000030000970000340000805000704400701000092000800009014050000000100000052000,576129483234568971981347265815296734463781529792435816329814657658973142147652398,24,40,15,0,0,1,0,2,0,Expert,
019003050480150600706000031097000003000009000000400000000070800000504760000000090,219763458483152679756948231897625143364819527521437986942376815138594762675281394,25,46,10,0,0,0,0,0,0,Easy,
390470800000000100000089003400036000001700080000000010000940020007002600008017090,395471862872365149614289573489136257521794386763528914156943728947852631238617495,26,38,17,0,0,0,0,0,0,Easy,
400601000000000700203400900198203000020019000007000000000800030700002000036097200,479621358561938724283475961198243576625719483347586192912854637754362819836197245,26,55,9,5,1,4,2,2,2,Expert,
060002500103850700000600003000570000500031020300006000400000870000040200700005014,867392541193854762245617983612579438589431627374286195456123879931748256728965314,27,59,11,1,0,1,0,4,4,Expert,
300400001000300800900680030036000000002000000407091000208140000710030020000000080,385472691624319875971685234836254719192763548457891362268147953719538426543926187,25,45,11,0,0,0,0,0,0,Easy,
000570000000000000005901600360080900100007004900604001071008000830000750000060040,613572489749836215285941673364185927128397564957624831471258396836419752592763148,26,34,21,0,0,0,0,0,0,Easy,
010090400000008000206003001500000108000000005009060000600085019800200000450000603,318692457975148326246753891524379168763821945189564732637485219891236574452917683,25,36,20,0,0,0,0,0,0,Easy,
030040010000000000250300008000000000802506090541000000400098001000000906000230050,638749512714825639259361748963472185872516493541983267425698371387154926196237854,24,44,13,0,0,0,0,0,0,Easy,
700009006006030004000006030430000009020080000000000010309604870804000600002007090,743259186296138754185746932438571269621983547957462318319624875874395621562817493,26,44,26,1,0,2,1,3,2,Expert,
507004000200060170030010009000000002006002403000940000070030004002006005000000030,517894326294365178638217549481653792956172483723948651879531264342786915165429837,24,65,16,1,0,2,0,8,8,Expert,
800030000010000200002800000080010003005260008300070620500080000090500301000700000,869132547413657289752849136286415793975263418341978625527381964698524371134796852,24,47,10,0,0,0,0,0,0,Easy,
600000008070098000093005000020030000706000000485200000350000040009060082000000570,612473958574198236893625417921734865736859124485216793357982641149567382268341579,25,52,14,3,0,0,0,5,4,Expert,
000000591000100400040003080000400029200050000160800005300060004009000200020000610,836742591972185463541693782753416829298357146164829375387261954619574238425938617,25,48,7,3,1,1,0,1,0,Expert,
500010780800005200030020040000704900020380001000000000040200000207009000050008000,592413786874965213136827549361754928729386451485192637648271395217539864953648172,24,47,10,1,0,0,0,0,0,Intermediate,
006000000000389040900200000100005002030000000040918006853000000000020009000600080,376541928521389647984276153168735492739462815245918376853197264617824539492653781,23,37,21,2,0,2,0,0,0,Intermediate,
000090050004800000030012409705003020020000000000080500040007000000100800003050104,172496358694835712538712469785643921429571683316289547841367295957124836263958174,24,49,10,1,3,1,1,4,2,Expert,
900276000670008000000000020000000000040709000000605091005000000020400079004197080,913276845672548913458931726589314267146729358237685491795862134821453679364197582,25,54,2,0,0,0,0,0,0,Easy,
060090035005300600400080900000800000090000002800060090020000070000054063004920500,268491735915372684437586921752839146396147852841265397523618479189754263674923518,26,72,22,3,1,0,0,4,4,Expert,
040005007056000000208000630005007000000000803030009020702040000004508000083702940,349625187156873294278194635625387419491256873837419526762941358914538762583762941,28,84,34,2,1,2,2,8,8,Expert,
019000700000472000000009000000001520060700100000000003000000601000910004070035000,419356782836472915257189436943861527568723149721594863395248671682917354174635298,22,50,9,0,2,3,0,0,0,Intermediate,
009000630000300025058070000001000003000030050006500001010800090063000082002000100,129485637674319825358276419581724963497631258236598741715862394963147582842953176,25,38,18,0,0,0,0,0,0,Easy,
000009000000870364008600000700000030041005000006701800500000000019000005070900400,637549128195872364428613759782496531341285697956731842564127983819364275273958416,24,44,13,0,0,0,0,0,0,Easy,
008000000600200000000000205500023800041560003002108000000010030480300600070000004,258736149619245378734981265567423891841569723392178456926814537485397612173652984,25,36,18,1,2,2,1,2,0,Expert,
100050000006000590080030000000610030048500000009000000000000070005060301000940860,193756284476182593582439716257618439648593127319274658864321975925867341731945862,23,37,21,0,0,0,0,0,0,Easy,
000000000900004050000802947200579004000040000700203800400000008090060370050000009,574196283928734651163852947286579134319648725745213896437921568891465372652387419,26,42,13,0,0,3,1,0,0,Intermediate,
000032008003106000000080030070900000058000000002005000007010605090600001201507800,619432758783156429524789136376921584158374962942865317437218695895643271261597843,26,42,13,0,0,0,0,0,0,Easy,
064000300005320000920486007500097064070000002000060500000050040000000009600740000,164975328785321496923486157531297864876534912249168573397852641452613789618749235,27,44,10,0,0,0,0,0,0,Easy,
000000070000208000004065900070000000086400200001800500509100602000549000000000800,652394178793218465814765923475921386986453217321876594539187642268549731147632859,24,39,18,2,0,0,0,0,0,Intermediate,
026407013000000200800016450030000600000071008000005030000503002000004500000080001,926457813541938267873216459139842675654371928782695134418563792397124586265789341,26,41,14,0,0,0,0,0,0,Easy,
300010600820050300004000000018603000400081000002700000070005103006000000100002000,395217684821456379764398215918623457437581926652749831279865143586134792143972568,24,46,11,0,0,0,0,0,0,Easy,
070000050060007400190036000608019003050080000030000040000000061000600930000005000,472198356863257419195436872648719523251384697937562148529843761784621935316975284,24,36,21,0,0,0,0,0,0,Easy,
